transform,k,file,value_type,scope,variant,patlen,n_records_hit,n_available,mode_offset,expected_by_chance
xor,152,a,own_f2,per_record,u16BE_x1,2,4,48,179,0.000732421875
xor,152,a,own_f2,per_record,i16BE_x1,2,4,48,179,0.000732421875
xor,152,a,own_f1,per_record,u16LE_x1,2,6,48,181,0.000732421875
xor,152,a,own_f1,per_record,i16LE_x1,2,6,48,181,0.000732421875
xor,152,a,own_f2,per_record,u16LE_x1,2,6,48,181,0.000732421875
xor,152,a,own_f2,per_record,i16LE_x1,2,6,48,181,0.000732421875
xor,152,a,own_f2,per_record,u16BE_x100,2,5,48,254,0.000732421875
xor,152,a,own_f2,per_record,i16BE_x100,2,5,48,254,0.000732421875
xor,153,a,own_f1,per_record,u16LE_x1,2,4,48,179,0.000732421875
xor,153,a,own_f1,per_record,i16LE_x1,2,4,48,179,0.000732421875
xor,153,a,own_f2,per_record,u16LE_x1,2,4,48,179,0.000732421875
xor,153,a,own_f2,per_record,i16LE_x1,2,4,48,179,0.000732421875
xor,153,a,own_f1,per_record,u16BE_x1,2,6,48,181,0.000732421875
xor,153,a,own_f1,per_record,i16BE_x1,2,6,48,181,0.000732421875
xor,153,a,own_f2,per_record,u16BE_x1,2,6,48,181,0.000732421875
xor,153,a,own_f2,per_record,i16BE_x1,2,6,48,181,0.000732421875
xor,154,a,own_f1,per_record,u16LE_x1,2,6,48,87,0.000732421875
xor,154,a,own_f1,per_record,i16LE_x1,2,6,48,87,0.000732421875
xor,154,a,own_f2,per_record,u16LE_x1,2,6,48,87,0.000732421875
xor,154,a,own_f2,per_record,i16LE_x1,2,6,48,87,0.000732421875
xor,154,a,own_f1,per_record,u16BE_x10,2,5,48,218,0.000732421875
xor,154,a,own_f1,per_record,i16BE_x10,2,5,48,218,0.000732421875
xor,154,a,own_f3_delta,per_record,bcd_swapped,2,2,36,1,0.00054931640625
xor,155,a,own_f1,per_record,u16BE_x1,2,6,48,87,0.000732421875
xor,155,a,own_f1,per_record,i16BE_x1,2,6,48,87,0.000732421875
xor,155,a,own_f2,per_record,u16BE_x1,2,6,48,87,0.000732421875
xor,155,a,own_f2,per_record,i16BE_x1,2,6,48,87,0.000732421875
xor,156,a,own_f4,per_record,bcd_swapped,2,2,48,88,0.000732421875
xor,156,a,own_f1,per_record,u16LE_x1,2,4,48,87,0.000732421875
xor,156,a,own_f1,per_record,i16LE_x1,2,4,48,87,0.000732421875
xor,156,a,own_f2,per_record,u16LE_x1,2,4,48,87,0.000732421875
xor,156,a,own_f2,per_record,i16LE_x1,2,4,48,87,0.000732421875
xor,157,a,own_f2,per_record,u16BE_x100,2,3,48,182,0.000732421875
xor,157,a,own_f2,per_record,i16BE_x100,2,3,48,182,0.000732421875
xor,157,a,own_f4,per_record,bcd_swapped,2,2,48,24,0.000732421875
xor,157,a,own_f1,per_record,u16BE_x1,2,4,48,87,0.000732421875
xor,157,a,own_f1,per_record,i16BE_x1,2,4,48,87,0.000732421875
xor,157,a,own_f2,per_record,u16BE_x1,2,4,48,87,0.000732421875
xor,157,a,own_f2,per_record,i16BE_x1,2,4,48,87,0.000732421875
xor,157,a,own_f3_delta,per_record,u16LE_x10,2,2,36,150,0.00054931640625
xor,157,a,own_f3_delta,per_record,i16LE_x10,2,2,36,150,0.00054931640625
xor,160,a,own_f2,per_record,u16LE_x10,2,6,48,179,0.000732421875
xor,160,a,own_f2,per_record,i16LE_x10,2,6,48,179,0.000732421875
